Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
Indo Borax & Ch.,524342,INDOBORAX,INE803D01021,Chemicals & Petrochemicals,Commodity Chemicals,505.70,1622.79,58.77,524.60,326.67,3.60,1.43,38.41,16.25,59.31,10.20,13.91,11.84,15.77,9.27,16.26,100.00,33.15,74.44,28.68,232.24,29.69,31.34,16.25,48.96,15.37,10.06,26.54,23.10,5.24,87.15,-104.47,324.87,16.77,4.91,65.07,7.27,5.54,13.90,383.37,209.42,126.75,24.14,4.20,70.36,20592.00,20466.00,27039.00,0.13,0.04,61.43,13.90
Indo Count Inds.,521016,ICIL,INE483B01026,Textiles & Apparels,Other Textile Products,425.60,8429.19,463.22,463.80,335.57,8.24,1342.34,58.74,63.22,62.02,39.02,24.20,161.24,37.83,24.43,39.03,0.00,55.87,1178.17,10.92,4389.61,5.30,25.89,63.22,150.88,8.19,5.52,-28.57,5.24,1.84,572.86,394.14,334.67,120.22,1.91,54.24,117.20,4.72,123.78,2315.69,190.07,2199.83,19.21,3.58,1206.96,75948.00,77258.00,77264.00,10.14,5.82,25.30,123.78
Indo Farm Equip.,544328,INDOFARM,INE622H01018,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,139.67,671.14,64.62,293.20,159.23,48.59,149.55,70.62,5.66,4.24,5.43,8.72,-35.09,7.38,5.56,4.98,0.00,26.93,114.59,10.30,453.99,11.14,14.52,5.66,24.92,7.42,4.54,-6.03,5.13,1.64,29.70,53.00,159.43,14.73,1.54,39.49,110.73,3.04,76.18,508.43,0.25,443.67,11.42,1.21,110.24,44005.00,44995.00,53193.00,0.08,2.52,26.78,76.18
Indo Rama Synth.,500207,INDORAMA,INE156A01020,Textiles & Apparels,Other Textile Products,61.22,1598.53,330.91,99.80,46.89,18.37,1139.87,74.84,63.74,20.83,52.75,64.13,-0.61,47.39,8.78,24.55,0.00,9.75,1145.95,-6.12,4541.01,-1.72,-28.27,63.74,163.90,17.90,34.45,123.51,6.81,1.17,133.89,391.11,46.75,88.99,1.81,60.51,30.04,2.25,18.26,258.06,0.00,1672.26,7.94,3.08,936.64,26804.00,26677.00,28721.00,0.13,0.92,24.12,18.26
Indo SMC,544681,,INE0WKY01013,Electrical Equipment,Other Electrical Equipment,490.25,1120.48,47.65,533.80,285.49,8.16,46.95,60.25,20.93,344.37,4.71,,,,,,0.00,34.60,,,309.74,123.33,186.09,20.93,32.38,33.91,34.12,109.72,10.61,,-34.77,-13.75,283.44,,,55.73,2.88,-19.74,53.55,131.26,0.00,193.60,23.38,7.27,197.20,1334.00,944.00,,0.13,2.65,36.97,53.55
Indo Tech.Trans.,532717,INDOTECH,INE332H01014,Electrical Equipment,Heavy Electrical Equipment,3745.90,3978.15,130.73,4035.30,2510.50,7.17,5.20,72.18,25.70,34.06,19.17,23.92,7.44,33.17,24.90,24.78,80.26,40.06,229.16,25.32,846.04,21.99,39.02,25.70,99.30,37.71,28.35,28.73,11.28,9.81,56.87,55.75,2498.08,35.22,31.23,57.69,93.09,8.60,113.71,363.09,0.00,444.65,27.51,10.65,227.89,24680.00,25871.00,27561.00,0.28,0.05,27.50,113.71
Indo Thai Sec.,533676,INDOTHAI,INE337M01021,Capital Markets,Stockbroking & Allied,51.16,679.60,86.49,470.00,226.77,89.11,24.70,56.07,11.03,28.70,8.57,26.18,-57.87,82.79,17.00,14.41,0.00,9.90,103.92,338.30,110.38,217.64,46.87,11.03,68.62,34.58,28.57,497.74,53.49,-5.26,-33.67,-21.50,228.54,84.73,6.23,5.87,120.20,-8.35,127.18,271.00,157.00,187.18,6.26,0.99,20.62,17732.00,16464.00,5423.00,1.28,0.46,42.20,127.18
Indo-MIM,544837,INDOMIM,INE084101034,Industrial Manufacturing,Industrial Products,895.75,44293.13,1196.72,989.95,762.09,9.52,1367.96,77.65,240.12,31.64,182.41,128.16,72.57,,,,0.00,68.61,,,4192.99,25.93,9.39,240.12,587.87,24.98,23.43,20.16,19.70,5.57,1077.24,506.27,760.75,,,62.25,175.27,7.44,470.62,2771.14,9.88,2471.91,37.76,,1218.74,946298.00,,,2.34,6.07,13.95,470.62
Indoco Remedies,532612,INDOCO,INE873D01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,238.94,2205.50,145.76,530.25,231.81,28.07,1089.74,58.86,-19.49,45.56,-35.79,-24.66,376.35,-27.36,-29.45,-9.21,0.00,,543.22,12.08,1873.14,11.96,6.33,65.44,-75.25,0.96,-9.36,33.39,-4.20,1.11,192.23,94.94,231.74,47.87,-2.94,60.06,17.08,-7.19,32.99,920.82,1.46,1193.36,19.28,2.35,467.50,32457.00,32276.00,33129.00,1.27,17.68,22.04,32.99
Indokem,504092,INDOKEM,INE716F01012,Chemicals & Petrochemicals,Specialty Chemicals,624.00,1740.23,7.85,930.00,555.82,32.90,26.82,68.67,1.07,52.86,0.70,0.35,214.71,0.00,0.40,0.41,0.00,776.89,39.84,-1.15,174.45,-4.51,12.17,1.07,2.24,6.29,2.96,-57.33,2.29,,-4.18,5.01,555.13,1.36,0.00,56.44,3.37,2.32,3.41,36.59,0.63,84.10,209.71,26.99,46.63,26520.00,26609.00,25414.00,0.00,0.20,31.14,3.41
Indosolar,533257,WAAREEINDO,INE866K01023,Electrical Equipment,Heavy Electrical Equipment,275.15,1144.73,272.26,725.00,342.27,62.05,3.07,74.93,36.62,-68.64,116.79,42.00,-12.81,198.50,41.47,46.34,0.00,6.88,439.01,116.74,553.54,6.90,-64.89,36.62,166.43,123.80,150.64,-5.73,53.57,2.74,78.37,85.05,342.94,236.19,47.71,27.48,17.10,14.12,5.76,245.40,0.00,238.41,4.32,3.99,68.36,72841.00,72093.00,73141.00,0.54,0.06,24.46,5.76
Indostar Capital,541336,INDOSTAR,INE896L01010,Finance,Non Banking Financial Company (NBFC),259.50,4194.96,-226.51,607.80,241.42,11.25,5476.76,70.36,11.47,102.43,-471.45,-423.93,102.71,-40.78,8.30,10.49,0.00,,353.43,-0.88,1413.48,-1.92,5.93,11.47,-393.67,-2.58,-23.63,8.37,3.15,-0.34,-988.94,-1061.13,241.24,109.75,-2.52,55.96,422.44,-14.47,310.38,3621.08,981.93,400.51,43.66,1.11,363.87,59070.00,60134.00,62570.00,2.56,2.20,24.88,310.38
Indrapr.Medical,532150,INDRAMEDCO,INE681B01017,Healthcare Services,Hospital,369.30,3385.48,295.67,640.85,403.06,42.37,36.86,51.00,55.85,8.53,51.46,41.70,33.93,64.10,41.00,49.46,0.00,18.01,423.21,11.07,1523.60,10.92,11.26,55.85,188.01,35.83,27.47,12.12,13.75,1.77,167.44,156.75,403.40,78.48,6.99,46.49,321.75,17.01,263.30,648.70,0.00,416.59,10.40,4.57,406.15,75098.00,72980.00,70211.00,2.77,0.59,45.65,263.30
Indraprastha Gas,532514,IGL,INE203G01027,Gas,LPG/CNG/PNG/LNG Supplier,148.72,20820.82,2518.31,302.00,168.71,33.47,97.75,45.00,240.41,-43.97,429.05,340.54,-29.77,265.53,392.01,384.95,0.00,15.30,4477.87,11.30,16840.32,9.94,17.19,237.92,1360.99,17.90,14.01,-18.29,5.19,0.85,1935.58,2198.80,168.91,413.11,1.90,41.41,2265.36,5.74,2926.21,11224.44,3174.77,5571.58,7.84,1.81,4586.73,367377.00,365478.00,359666.00,10.16,30.02,9.81,2926.21
Indus Inf. Trust,544137,INDUSINVIT,INE0NHL23019,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",134.52,8219.25,555.17,138.99,124.84,3.22,4602.88,,129.39,7.33,120.55,106.28,21.74,9.28,96.43,59.38,1.93,21.00,144.91,17.41,775.25,-3.56,52.77,129.39,391.48,6.77,7.92,-20.29,45.44,4.28,598.54,438.96,124.74,100.93,0.15,61.55,195.22,4.74,583.97,530.51,144.93,1758.13,19.78,1.25,284.77,,,,,,,583.97
Indus Towers,534816,INDUSTOWER,INE121J01017,Telecom - Services,Telecom - Infrastructure,377.70,99643.41,18288.50,505.00,403.27,21.57,21126.90,51.26,1745.80,0.52,1736.80,1792.90,-2.63,2429.41,1775.90,1839.30,0.00,13.93,8667.04,5.85,32866.60,6.72,4.64,1745.80,7153.90,19.48,18.61,-26.57,20.71,0.62,15684.00,19645.00,403.53,4726.87,9.21,45.83,1856.10,14.16,1552.30,37007.50,4315.60,11213.20,6.46,2.51,8431.10,341960.00,335735.00,366757.00,23.20,21.42,4.05,1552.30
IndusInd Bank,532187,INDUSINDBK,INE095A01012,Banks,Private Sector Bank,1004.00,78225.71,30044.44,2038.00,925.84,6.85,442719.95,15.82,1037.05,71.68,604.07,594.17,74.54,479.40,127.98,-436.88,42.78,59.16,11001.59,-5.23,45296.87,-6.38,-7.78,1037.05,1322.32,5.68,1.36,31.08,9.17,4.76,992.89,18277.79,925.05,5390.60,6.15,47.60,51006.01,0.02,29945.64,64960.52,125007.05,97623.78,16.89,1.19,11309.94,568147.00,601056.00,695674.00,29.17,41.86,12.76,29945.64
Influx Health.,,INFLUX,INE0MYZ01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,302.40,700.07,31.19,315.00,244.35,4.00,0.00,73.53,10.55,37.91,7.65,10.01,5.39,,,,0.00,34.08,,,146.83,40.04,40.99,10.55,20.54,39.98,30.01,53.63,13.18,9.03,3.89,7.06,243.76,,,57.36,1.91,-10.33,25.16,77.61,2.31,81.45,21.64,6.95,80.07,1335.00,1022.00,,0.16,5.65,20.66,25.16
Info Edg.(India),532777,NAUKRI,INE663F01032,Retailing,Internet & Catalogue Retail,1323.50,85818.47,1464.72,1838.99,1175.90,8.09,258.53,37.48,350.03,17.03,299.10,520.07,-35.16,295.70,316.75,347.50,0.00,58.19,914.04,13.48,3374.62,13.86,11.37,490.05,1474.90,3.45,1.81,42.55,43.69,8.86,1076.43,875.84,1174.42,336.64,4.15,58.36,267.13,2.12,375.91,37783.59,42299.32,3632.09,37.33,2.26,880.75,257916.00,236961.00,202670.00,23.72,27.83,10.90,375.91
InfoBeans Tech.,543644,INFOBEAN,INE344S01016,IT - Software,Computers - Software & Consulting,155.54,1508.35,138.06,257.51,161.46,39.60,14.67,72.82,21.62,-7.29,23.32,21.44,0.84,30.57,19.29,22.61,0.00,17.75,171.36,36.61,554.49,35.35,36.58,21.62,84.96,29.18,23.25,56.18,14.15,1.79,84.91,50.03,161.52,38.30,3.15,39.39,47.08,13.46,59.38,316.59,165.31,179.81,10.62,3.65,152.77,34367.00,32714.00,25012.00,0.41,0.00,26.77,59.38
Infosys,500209,INFY,INE009A01021,IT - Software,Computers - Software & Consulting,1120.00,454502.34,46226.00,2006.80,1275.25,35.19,8737.00,13.82,7769.00,12.25,6921.00,8501.00,-8.63,10333.44,6666.00,7375.00,0.00,14.58,49969.82,12.32,184582.00,11.22,14.03,7775.00,31174.41,39.95,31.89,14.33,16.13,1.29,33986.00,35694.00,1276.81,11835.39,25.44,46.83,24455.00,28.27,22201.00,89082.00,16667.00,98494.00,9.20,4.99,48211.00,2958297.00,2748596.00,2579164.00,27.09,42.78,15.88,21645.00
Ingersoll-Rand,500210,INGERRAND,INE177A01018,Industrial Products,"Compressors, Pumps & Diesel Engines",4576.70,14447.73,370.52,5000.00,4116.41,4.03,9.04,75.00,70.46,19.46,58.98,53.91,8.72,80.71,71.89,60.35,0.00,52.61,359.15,11.56,1456.51,8.59,20.34,70.46,274.61,57.11,43.04,3.76,18.57,5.93,273.66,265.07,4111.78,85.36,25.57,54.60,211.67,30.57,160.01,584.15,0.00,691.59,36.84,23.46,379.46,37829.00,37773.00,35326.00,1.28,8.96,14.75,160.01
Innova Captab,544067,INNOVACAP,INE0DUT01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,1031.25,5901.32,249.59,1260.00,864.87,8.09,343.69,50.90,44.13,42.26,31.02,38.08,15.89,58.14,42.15,29.67,0.00,38.31,520.65,36.88,1749.32,34.47,33.94,44.13,154.03,14.96,13.69,18.68,9.37,5.21,116.52,63.84,863.20,76.44,10.16,55.01,68.17,-4.74,3.87,1033.57,41.29,881.67,23.21,5.41,470.85,35881.00,36965.00,41014.00,0.34,19.92,28.84,3.87
Innovana Think.,544302,INNOVANA,INE403Y01018,IT - Software,Computers - Software & Consulting,316.90,654.72,58.98,799.95,370.35,43.89,57.92,72.65,5.62,-56.60,12.95,2.94,203.85,6.72,8.97,12.66,0.00,21.25,40.44,23.60,139.18,26.01,21.44,5.53,30.81,16.35,15.96,-34.36,14.19,4.19,26.76,34.89,370.88,11.53,3.25,46.63,12.07,2.46,11.27,251.79,80.10,87.48,13.84,2.40,38.97,2889.00,2624.00,2157.00,1.04,1.51,24.79,11.27
Innovassynth Technologies,533315,,INE690J01011,Chemicals & Petrochemicals,Commodity Chemicals,139.90,1299.12,-23.81,139.90,81.18,0.00,112.63,75.04,6.74,136.10,-18.67,12.05,-43.60,,-7.80,-14.28,0.00,,,,146.07,134.91,356.32,6.74,-2.58,-24.87,-40.58,73.83,12.04,-12.77,-38.97,-0.73,80.59,,,91.15,0.05,-12.18,4.61,19.04,1.62,114.07,206.93,13.75,55.99,27084.00,26898.00,27117.00,1.13,1.12,22.71,4.61
Innovision,544732,INNOVISION,INE0ADB01012,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",254.80,606.76,61.13,470.00,322.89,45.79,125.06,74.17,-7.04,-156.46,12.47,11.94,-161.92,,4.37,7.64,0.00,35.19,,,1021.57,9.81,18.29,-7.35,17.24,20.28,19.62,25.95,-2.79,-6.88,-28.17,-21.88,323.58,,,21.54,40.60,-6.23,219.17,270.39,0.01,438.03,13.71,2.06,263.82,33430.00,39288.00,,0.38,5.21,20.24,219.17
Inox Green,543667,INOXGREEN,INE510W01014,Commercial Services & Supplies,Diversified Commercial Services,174.48,7005.23,168.30,271.64,177.76,35.77,88.28,56.12,40.70,84.75,22.03,28.11,43.88,-0.21,24.66,28.07,0.00,57.14,94.73,10.32,275.78,16.34,-22.97,40.79,122.59,8.42,5.62,204.19,94.22,11.97,66.89,60.37,177.79,5.16,-0.01,42.19,48.17,1.90,504.58,1305.62,550.35,1040.94,32.97,4.10,43.29,114521.00,117889.00,147635.00,7.86,1.87,34.17,504.58
Inox India,544046,INOXINDIA,INE616N01034,Industrial Products,Other Industrial Products,1926.70,17487.40,387.76,2119.80,1546.21,9.11,81.04,74.86,58.07,-4.99,61.12,72.84,-22.82,78.00,60.70,60.84,0.00,68.00,426.85,19.16,1618.22,19.94,9.18,58.07,257.16,33.48,26.13,12.26,15.66,11.02,116.65,121.97,1542.38,90.18,8.59,49.72,20.93,1.24,23.46,1099.46,297.03,1257.73,45.46,15.65,370.79,146500.00,140355.00,174808.00,6.86,7.67,10.61,23.46
Inox Wind,539083,INOXWIND,INE066P01011,Electrical Equipment,Heavy Electrical Equipment,73.20,12650.70,1063.24,258.37,99.97,54.05,1586.95,44.18,44.00,-58.44,105.86,91.26,-39.35,124.19,126.65,120.62,8.08,36.73,1250.75,11.76,4384.97,17.08,-1.47,64.09,344.40,10.48,7.09,-22.34,7.87,-2.11,-598.12,137.96,100.24,244.83,0.49,38.58,212.87,-10.62,611.72,4653.80,550.35,7612.16,12.92,1.98,814.10,515129.00,473186.00,423464.00,14.53,10.02,31.28,611.72
Insecticid.India,532851,INSECTICID,INE070I01018,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,579.50,1686.22,238.37,1098.00,675.72,30.69,157.05,72.30,43.87,-24.51,58.11,11.71,274.64,53.55,10.49,59.11,0.00,13.47,641.12,0.54,2060.40,1.26,-11.52,43.87,125.18,15.81,12.02,-17.02,7.17,1.34,100.25,93.46,676.69,70.74,18.40,27.09,57.11,5.45,87.39,1191.31,28.58,1443.34,7.85,1.38,611.52,21380.00,22274.00,21436.00,4.40,9.26,14.04,87.39
Insolation Ener,543620,INA,INE0LGX01024,Power,Power Generation,93.21,2054.83,304.62,475.00,132.77,59.82,887.91,66.12,37.04,-13.80,42.97,70.07,-45.55,,50.72,36.95,0.00,10.55,,,2524.83,60.90,104.68,38.03,194.78,22.20,28.13,58.45,5.13,10.59,-73.13,113.10,133.17,,,28.99,313.93,-13.20,520.94,785.10,35.53,1409.71,7.48,2.55,740.70,26561.00,15112.00,5271.00,0.84,1.27,31.75,520.94
Integra Engg.,505358,,INE984B01023,Industrial Manufacturing,Industrial Products,167.20,575.59,29.56,328.55,190.88,38.07,21.80,54.39,4.51,-11.22,5.08,3.41,32.26,4.51,3.46,3.47,0.00,38.76,38.96,-5.06,167.28,-5.09,-3.13,4.51,14.85,18.52,14.94,-28.02,10.18,3.78,14.87,27.03,191.12,6.25,1.31,48.07,2.92,2.95,4.44,107.64,0.20,89.19,21.36,5.18,44.30,26135.00,26938.00,27952.00,0.26,0.60,44.75,4.44
Intellect Design,538835,INTELLECT,INE306R01017,IT - Software,Computers - Software & Consulting,684.00,9600.39,709.42,1255.00,785.57,45.06,158.71,29.63,102.07,8.02,94.49,120.23,-15.31,112.40,27.42,101.92,0.00,25.95,914.40,20.62,3181.66,22.59,20.45,101.82,369.90,16.03,12.36,4.84,12.05,1.94,510.50,431.36,786.59,177.15,8.01,36.91,327.52,8.41,491.02,3100.27,634.58,2103.80,12.78,3.01,845.17,112804.00,114663.00,103830.00,23.51,7.34,39.53,491.02
Intellig Sup Tru,544005,,INE0QSW23016,Transport Services,Shipping,128.00,3901.44,762.65,128.00,103.26,0.00,2277.43,,2.49,103.17,-78.43,1.16,114.66,-10.87,-1.41,-39.32,,,350.19,1.61,1379.86,2.24,0.09,2.49,-37.08,3.61,-5.64,77.29,0.72,,925.36,1006.65,103.01,206.94,-0.36,,1.16,-20.16,0.72,-1022.36,38.81,871.53,7.33,1.93,344.91,,,,,,,0.72
Interarch Build.,544232,INTERARCH,INE00M901018,Construction,Civil Construction,1691.20,2844.10,212.02,2762.60,1896.33,38.78,17.53,59.44,28.25,-0.46,28.38,36.60,-22.81,48.97,37.26,32.28,0.00,20.79,614.05,25.04,1976.88,29.11,20.72,28.25,136.80,23.66,16.76,18.00,6.15,6.57,-18.82,53.08,1898.39,54.70,29.12,37.48,198.78,-4.16,81.21,864.34,46.68,776.62,13.51,3.22,459.65,63547.00,71121.00,65679.00,4.86,6.10,29.61,81.21
Interglobe Aviat,539448,INDIGO,INE646L01027,Transport Services,Airline,5250.50,203019.30,15021.20,6232.50,4981.09,12.05,77749.20,41.57,-237.60,-110.92,2176.30,-2313.25,90.62,-2226.56,549.10,-2582.10,0.00,,20570.71,10.86,89049.70,8.96,19.94,-238.00,-3203.25,5.24,-27.10,-147.77,-0.97,0.97,23469.90,24151.30,4978.38,1946.89,-57.49,51.87,18962.90,26.70,23999.30,6584.50,27674.80,32185.40,17.64,29.12,24584.10,374212.00,402483.00,303062.00,20.32,31.85,6.23,23999.30
International Gemological Instit,544311,IGIL,INE0Q9301021,Commercial Services & Supplies,Diversified Commercial Services,347.85,15032.68,1038.65,642.30,349.20,11.26,142.76,76.55,165.74,30.99,126.53,179.60,-7.72,204.64,134.55,129.79,0.00,24.66,370.20,21.88,1362.75,21.59,23.22,165.74,609.68,69.25,55.81,24.26,44.70,,624.10,393.38,349.21,221.62,4.74,50.48,388.26,26.92,272.76,1401.56,0.00,958.03,16.84,10.10,370.78,172894.00,187343.00,190286.00,9.49,5.51,8.44,272.76
Inv.& Prec.Cast.,504786,INVPRECQ,INE155E01016,Industrial Products,Castings & Forgings,1285.00,1285.00,32.26,1369.20,721.31,6.15,71.59,51.97,4.99,129.95,2.17,3.77,32.36,5.62,2.79,3.03,0.00,86.07,53.61,19.06,196.50,16.89,21.07,4.99,14.93,14.39,12.51,149.67,9.35,6.83,25.78,18.99,715.64,9.78,5.62,75.03,1.46,3.02,3.89,92.61,0.00,104.22,36.84,12.52,53.38,4819.00,4558.00,4903.00,0.00,0.00,48.04,3.89
Inventurus Knowl,544309,IKS,INE115Q01022,IT - Services,IT Enabled Services,1741.40,29893.42,1099.32,2190.00,1672.79,9.95,766.06,63.72,193.74,27.85,151.54,205.97,-5.94,269.24,183.33,180.72,0.00,39.14,943.18,20.75,3347.32,21.10,20.74,193.74,763.76,36.86,40.32,40.91,21.68,6.94,673.59,317.89,1672.10,317.97,15.68,41.82,192.30,13.43,192.30,2223.79,360.82,945.54,26.37,13.34,893.63,63025.00,60385.00,59218.00,8.01,7.50,18.55,229.10
IOL Chemicals,524164,IOLCP,INE485C01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,186.01,5459.91,291.14,187.63,117.72,0.86,135.42,62.28,64.48,89.87,33.96,53.18,21.25,57.92,20.58,30.00,0.00,30.92,706.26,24.44,2523.63,18.56,37.08,64.48,176.61,11.29,8.42,67.75,8.53,2.43,214.42,178.68,117.03,84.81,1.97,71.36,207.94,0.50,198.25,1739.67,21.12,1224.00,16.23,3.04,756.26,119311.00,131550.00,125040.00,4.87,0.43,32.41,198.25
ION Exchange,500214,IONEXCHANG,INE570A01022,Other Utilities,Water Supply & Management,371.05,5442.06,298.43,768.40,398.86,23.65,482.19,25.43,4.11,-91.56,48.70,24.10,-87.40,24.44,20.56,49.92,0.00,49.45,815.88,11.16,3032.11,10.15,20.11,3.06,110.06,14.06,12.13,-47.98,0.44,7.57,-28.47,32.05,399.14,52.97,1.67,38.09,465.80,-11.06,318.67,1324.80,15.82,2356.72,21.91,4.06,700.46,120052.00,116996.00,125651.00,4.86,15.32,38.21,318.67
Ipca Labs.,524494,IPCALAB,INE571A01038,Pharmaceuticals & Biotechnology,Pharmaceuticals,1952.40,49533.21,2122.97,1992.00,1599.96,1.99,808.76,44.72,401.89,72.33,233.21,332.49,38.34,504.04,363.67,280.53,0.00,36.06,2885.24,12.86,10125.58,10.59,20.76,424.27,1373.47,16.98,15.70,53.52,15.22,3.91,1141.97,1321.32,1596.41,643.90,18.82,68.09,344.23,5.24,564.59,8038.44,843.56,5740.19,20.75,6.14,2788.10,82060.00,82184.00,85582.00,10.72,37.04,7.19,564.59
IRB Infra.Devl.,532947,IRB,INE821I01022,Construction,Civil Construction,19.46,23503.79,4187.65,39.08,21.03,18.75,20027.06,30.81,306.27,51.26,202.48,296.26,3.38,211.83,210.79,140.82,0.03,23.89,1702.93,-2.75,7686.46,-2.20,1.82,306.27,983.66,7.48,4.31,17.88,14.33,0.92,2098.03,1971.21,21.04,917.50,0.18,48.44,3445.69,5.74,1910.96,20344.88,19328.21,4681.71,9.55,1.12,2137.27,1525882.00,1531354.00,1672808.00,43.87,10.14,15.17,1910.96
IRB InvIT Fund,540526,IRBINVIT,INE183W23014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",63.39,5013.82,1233.91,105.00,61.64,2.48,9361.01,,79.44,-19.03,98.11,96.61,-17.77,76.04,59.67,82.74,0.00,15.71,471.29,70.39,1747.33,56.32,69.28,79.44,319.09,6.96,5.11,-13.20,16.14,0.40,1274.77,960.60,61.63,382.20,0.59,48.98,163.37,6.80,525.51,-698.45,590.73,1069.05,9.75,0.99,492.16,,,,,,,525.51
Ircon Intl.,541956,IRCON,INE962Y01021,Construction,Civil Construction,124.05,11667.10,1279.33,351.65,144.57,34.56,5725.63,65.17,92.74,-43.64,164.56,191.60,-51.93,14.12,99.85,136.51,0.00,22.28,1887.64,-4.51,9240.60,-9.92,9.49,92.03,523.65,9.69,9.19,-21.60,4.71,-6.97,-617.58,-1109.53,144.78,157.28,0.15,41.58,4781.63,-12.13,4809.35,6450.54,1431.68,11803.66,10.20,1.76,1955.83,1080370.00,1106688.00,1201235.00,4.61,1.79,28.16,4809.35
Iris Clothings,,IRISDOREME,INE01GN01025,Textiles & Apparels,Garments & Apparels,57.85,1101.07,29.44,60.20,39.88,3.90,34.31,61.17,4.01,52.47,2.63,6.43,-37.64,7.22,3.01,4.12,0.00,62.67,60.69,36.93,200.71,31.84,26.31,4.01,17.57,16.05,14.45,31.91,8.49,2318.04,-6.70,2.53,39.70,9.78,0.38,69.20,0.92,-4.92,1.07,103.69,0.00,159.13,35.18,7.77,47.24,10427.00,10762.00,11842.00,0.00,0.74,38.09,1.07
IRM Energy,544004,IRMENERGY,INE07U701015,Gas,LPG/CNG/PNG/LNG Supplier,287.50,1180.47,137.70,641.00,272.73,27.05,73.15,50.74,33.81,142.89,13.92,12.76,164.97,23.15,13.98,12.56,0.00,16.15,295.99,14.09,1130.01,11.59,24.13,33.81,73.11,8.63,5.49,80.88,10.38,0.88,142.67,93.72,272.59,40.58,5.64,56.64,345.32,-4.06,242.55,956.48,47.32,341.80,5.93,1.18,325.85,76224.00,64935.00,63785.00,1.59,1.70,45.95,242.55
ISGEC Heavy,533033,ISGEC,INE858B01029,Construction,Civil Construction,769.30,5656.63,687.83,1677.25,915.51,31.56,950.91,62.43,8.95,29.15,6.93,73.23,-79.40,99.29,84.44,56.28,0.00,21.64,2159.40,27.69,7457.93,19.52,45.98,17.50,261.44,10.85,4.19,13.15,0.88,1.29,764.97,116.18,916.98,171.74,6.91,40.28,146.50,8.61,397.16,2729.23,66.15,6034.34,8.29,2.07,1980.00,38896.00,38998.00,37060.00,3.76,10.24,23.55,397.16
IST,508807,ISTLTD,INE684B01029,Auto Components,Auto Components & Equipments,657.30,766.68,208.10,1128.20,705.23,28.16,4.39,74.98,83.11,14.87,72.35,-9.50,974.84,15.22,62.02,28.63,0.00,4.67,33.98,18.44,131.66,13.85,18.71,83.11,164.26,12.74,9.70,2.96,238.21,1.09,84.88,41.74,705.72,18.89,13.05,52.03,7.70,2.58,4.71,1686.37,1448.73,174.79,3.53,0.45,34.89,6703.00,10908.00,11287.00,0.00,1.11,23.90,4.71
ITC,500875,ITC,INE154A01025,Diversified FMCG,Diversified FMCG,270.25,338617.36,30108.95,495.46,317.69,36.71,2399.06,0.00,4090.25,-22.00,5244.20,5406.54,-17.57,5509.79,5018.45,5186.55,0.00,17.15,18581.63,-4.72,76487.98,-3.23,-11.07,4508.79,19748.27,38.91,29.32,-1.41,21.96,1.54,18464.31,17627.04,318.17,5980.45,4.29,37.81,4012.36,20.82,3008.79,71254.35,38128.43,29957.77,11.87,4.67,19114.37,4152430.00,4041653.00,3648989.00,34.23,49.13,16.61,3008.79
ITC Hotels,544325,ITCHOTELS,INE379A01028,Leisure Services,Hotels & Resorts,166.67,34717.46,1683.57,261.62,175.04,34.60,74.19,39.85,180.25,35.42,133.10,313.04,-42.69,213.03,236.83,133.29,0.00,37.67,981.34,16.90,4259.88,16.09,14.77,181.91,921.57,11.23,7.89,35.30,19.43,,1109.85,801.06,175.12,314.84,1.01,49.74,1653.56,3.37,765.36,11449.52,1955.76,2432.86,20.14,2.98,936.02,2286422.00,2325723.00,2489470.00,11.61,23.98,24.53,765.36
